id,factory_number,downtime_duration
13914,factory_number_619,0
10167,factory_number_373,0
1709,factory_number_1081,0
13794,factory_number_678,1
12034,factory_number_707,0
14804,factory_number_120,0
8108,factory_number_114,0
10686,factory_number_1095,1
13410,factory_number_345,0
16356,factory_number_120,1
10703,factory_number_955,0
4371,factory_number_298,1
6044,factory_number_613,0
8786,factory_number_983,0
1241,factory_number_846,2
9756,factory_number_498,0
6019,factory_number_21,1
12862,factory_number_1052,1
11939,factory_number_821,1
9797,factory_number_891,0
5113,factory_number_899,0
1048,factory_number_996,1
1242,factory_number_497,0
12170,factory_number_894,1
5648,factory_number_292,0
10261,factory_number_979,0
17976,factory_number_157,0
7284,factory_number_763,2
8668,factory_number_767,0
11816,factory_number_829,0
721,factory_number_798,0
3669,factory_number_272,0
10126,factory_number_242,0
2731,factory_number_845,0
10069,factory_number_885,1
15544,factory_number_684,2
3192,factory_number_931,0
3994,factory_number_976,2
8366,factory_number_1008,1
6969,factory_number_507,0
4946,factory_number_215,1
9524,factory_number_646,0
2387,factory_number_118,0
15693,factory_number_1019,0
7527,factory_number_714,0
7119,factory_number_72,1
5665,factory_number_707,0
4117,factory_number_826,1
9735,factory_number_707,0
17200,factory_number_471,0
9922,factory_number_1042,0
11868,factory_number_46,0
4140,factory_number_600,0
17171,factory_number_242,0
16703,factory_number_902,0
14964,factory_number_704,2
6116,factory_number_353,1
498,factory_number_734,2
12137,factory_number_763,1
2983,factory_number_676,1
17109,factory_number_565,0
9250,factory_number_1046,1
13611,factory_number_763,2
18258,factory_number_810,2
17595,factory_number_1,2
6237,factory_number_477,0
14938,factory_number_948,0
2907,factory_number_2,1
2361,factory_number_821,2
12560,factory_number_155,0
9866,factory_number_496,0
2770,factory_number_1100,2
4006,factory_number_931,1
1729,factory_number_462,0
7916,factory_number_1106,1
8220,factory_number_845,1
9002,factory_number_925,0
10796,factory_number_705,2
10756,factory_number_653,0
200,factory_number_1008,2
6514,factory_number_786,1
17883,factory_number_744,2
12266,factory_number_734,1
1211,factory_number_83,1
5951,factory_number_846,1
14428,factory_number_499,0
16429,factory_number_1107,2
11790,factory_number_1019,0
16958,factory_number_369,1
12655,factory_number_471,0
462,factory_number_1008,1
7419,factory_number_494,0
10263,factory_number_236,1
13490,factory_number_1008,0
16143,factory_number_834,0
9733,factory_number_1075,2
12510,factory_number_126,0
4879,factory_number_1100,2
7502,factory_number_1107,1
7828,factory_number_684,1
14532,factory_number_805,0
13274,factory_number_957,0
2580,factory_number_1026,0
266,factory_number_879,0
555,factory_number_834,0
11730,factory_number_976,1
4097,factory_number_51,0
6318,factory_number_818,1
18085,factory_number_476,0
6071,factory_number_292,1
8458,factory_number_12,1
15469,factory_number_977,1
8227,factory_number_734,1
3179,factory_number_469,0
11827,factory_number_126,0
12889,factory_number_755,0
8072,factory_number_798,1
6092,factory_number_1076,1
14034,factory_number_707,0
1162,factory_number_122,0
15882,factory_number_795,0
12844,factory_number_1097,0
4425,factory_number_126,0
5974,factory_number_189,0
16946,factory_number_497,0
4096,factory_number_544,0
11047,factory_number_298,0
16925,factory_number_840,2
6644,factory_number_1030,1
731,factory_number_118,0
1144,factory_number_734,2
1697,factory_number_1122,0
8584,factory_number_157,0
11082,factory_number_798,2
8445,factory_number_971,0
12744,factory_number_57,2
14239,factory_number_810,0
4675,factory_number_653,2
15368,factory_number_1106,0
12529,factory_number_534,0
532,factory_number_1090,0
10163,factory_number_846,0
12306,factory_number_282,0
1528,factory_number_646,2
11571,factory_number_463,0
11563,factory_number_471,0
18271,factory_number_763,0
18063,factory_number_496,0
623,factory_number_1100,0
6115,factory_number_242,0
3334,factory_number_493,0
4221,factory_number_126,0
8593,factory_number_242,0
2831,factory_number_380,0
14425,factory_number_1038,1
15370,factory_number_1117,0
9685,factory_number_600,2
7855,factory_number_834,2
4702,factory_number_181,0
15679,factory_number_1059,0
4370,factory_number_252,1
2560,factory_number_478,0
8025,factory_number_126,0
4357,factory_number_891,0
2208,factory_number_1086,2
3106,factory_number_1098,1
12681,factory_number_551,2
13324,factory_number_158,0
7906,factory_number_122,0
5014,factory_number_353,0
5405,factory_number_469,0
3261,factory_number_16,1
3631,factory_number_526,0
18448,factory_number_9,0
1214,factory_number_270,1
5701,factory_number_1075,2
14618,factory_number_896,0
15420,factory_number_810,2
4758,factory_number_1037,1
11642,factory_number_504,0
11731,factory_number_342,0
6758,factory_number_500,0
1578,factory_number_369,0
5945,factory_number_466,0
3221,factory_number_5,0
10481,factory_number_638,2
6243,factory_number_846,0
14578,factory_number_1046,1
13955,factory_number_1008,0
5219,factory_number_157,0
5927,factory_number_124,0
17880,factory_number_521,0
11093,factory_number_1100,2
5439,factory_number_1019,1
5169,factory_number_1099,0
5824,factory_number_885,0
16705,factory_number_154,0
16590,factory_number_1112,0
7793,factory_number_324,1
3670,factory_number_1084,1
18503,factory_number_123,0
4232,factory_number_1107,2
12352,factory_number_1078,0
7966,factory_number_177,1
5907,factory_number_638,0
6641,factory_number_373,0
14884,factory_number_13,1
18415,factory_number_159,1
5098,factory_number_902,0
16126,factory_number_600,0
17010,factory_number_474,0
9188,factory_number_644,0
17143,factory_number_1052,1
1699,factory_number_498,0
1406,factory_number_735,0
2920,factory_number_763,1
10826,factory_number_735,0
6717,factory_number_33,1
17956,factory_number_300,0
10425,factory_number_51,0
7414,factory_number_640,1
9407,factory_number_653,1
5689,factory_number_91,0
16630,factory_number_147,0
1136,factory_number_520,0
9222,factory_number_202,0
18353,factory_number_1081,0
1064,factory_number_976,2
896,factory_number_732,0
15141,factory_number_919,1
8419,factory_number_1065,0
2817,factory_number_600,0
17472,factory_number_733,1
11061,factory_number_1024,0
119,factory_number_1052,1
16788,factory_number_141,0
18336,factory_number_962,2
10422,factory_number_584,0
14267,factory_number_864,1
18462,factory_number_15,0
1790,factory_number_148,0
17672,factory_number_798,0
17615,factory_number_792,0
1684,factory_number_1091,0
15324,factory_number_823,0
12502,factory_number_995,2
12221,factory_number_159,0
1205,factory_number_242,0
6556,factory_number_471,0
355,factory_number_846,0
13581,factory_number_181,1
11940,factory_number_311,1
16999,factory_number_878,0
12127,factory_number_38,0
16791,factory_number_744,1
5836,factory_number_555,2
6918,factory_number_382,1
2375,factory_number_1069,1
5115,factory_number_91,0
16023,factory_number_118,0
8670,factory_number_696,1
11333,factory_number_328,0
6806,factory_number_684,0
10982,factory_number_108,1
2205,factory_number_1076,0
12780,factory_number_745,0
7842,factory_number_825,1
15971,factory_number_126,0
6588,factory_number_124,0
11961,factory_number_734,0
18122,factory_number_384,0
4142,factory_number_957,0
755,factory_number_122,0
11374,factory_number_893,0
12524,factory_number_721,0
1782,factory_number_1086,2
3688,factory_number_181,0
9929,factory_number_504,0
17637,factory_number_547,1
3131,factory_number_505,0
3493,factory_number_821,2
3934,factory_number_375,0
8233,factory_number_157,0
2866,factory_number_931,2
18228,factory_number_684,2
284,factory_number_797,0
16966,factory_number_230,0
16287,factory_number_653,2
13640,factory_number_893,1
4075,factory_number_149,0
15252,factory_number_810,0
3064,factory_number_102,0
14109,factory_number_808,0
18175,factory_number_17,0
903,factory_number_846,1
8295,factory_number_314,0
15010,factory_number_600,0
16476,factory_number_881,0
13444,factory_number_649,0
15730,factory_number_1078,0
3199,factory_number_1117,0
5671,factory_number_831,0
2992,factory_number_102,1
4962,factory_number_122,0
2450,factory_number_894,0
12961,factory_number_1061,2
17095,factory_number_653,0
6638,factory_number_1019,0
17493,factory_number_909,0
17211,factory_number_231,0
15923,factory_number_507,0
16303,factory_number_7,2
3996,factory_number_405,0
8142,factory_number_809,0
9440,factory_number_976,1
12112,factory_number_1019,0
16080,factory_number_326,0
15046,factory_number_546,0
15634,factory_number_471,0
1262,factory_number_902,1
15606,factory_number_644,1
13252,factory_number_830,2
7409,factory_number_1010,1
3998,factory_number_159,0
13399,factory_number_814,0
13663,factory_number_655,2
4239,factory_number_972,2
12719,factory_number_169,0
17415,factory_number_717,0
1295,factory_number_607,0
4810,factory_number_445,0
6899,factory_number_754,0
11197,factory_number_480,0
4391,factory_number_506,0
2567,factory_number_906,2
8128,factory_number_1076,1
13425,factory_number_1100,2
3185,factory_number_120,1
9021,factory_number_240,0
2824,factory_number_793,0
646,factory_number_484,0
437,factory_number_655,0
17166,factory_number_578,0
14142,factory_number_506,0
16554,factory_number_990,1
2546,factory_number_901,0
15798,factory_number_584,0
16218,factory_number_807,1
8922,factory_number_515,0
14787,factory_number_932,0
10822,factory_number_884,2
3610,factory_number_166,0
7834,factory_number_938,0
3443,factory_number_263,1
2272,factory_number_496,0
10232,factory_number_283,0
6994,factory_number_1046,0
18325,factory_number_962,2
14151,factory_number_1052,1
8687,factory_number_459,0
13999,factory_number_846,0
10724,factory_number_651,0
14007,factory_number_124,0
8631,factory_number_489,0
2692,factory_number_444,0
17307,factory_number_118,0
16201,factory_number_809,0
4703,factory_number_1,2
3869,factory_number_1052,1
5058,factory_number_738,1
6812,factory_number_242,0
6059,factory_number_335,1
452,factory_number_821,1
13171,factory_number_818,1
3371,factory_number_882,0
16678,factory_number_204,0
16275,factory_number_613,2
10251,factory_number_282,0
15287,factory_number_1015,0
3263,factory_number_418,1
12564,factory_number_996,1
12191,factory_number_714,1
5525,factory_number_961,0
1644,factory_number_584,1
18098,factory_number_613,0
10979,factory_number_995,1
11033,factory_number_91,0
99,factory_number_149,0
18511,factory_number_648,1
15011,factory_number_826,1
2355,factory_number_877,1
968,factory_number_255,0
2431,factory_number_961,0
5985,factory_number_300,0
11962,factory_number_405,0
6070,factory_number_744,0
12029,factory_number_742,0
4137,factory_number_839,0
10141,factory_number_648,0
6801,factory_number_1107,1
6591,factory_number_1065,1
9453,factory_number_149,0
16433,factory_number_931,1
10738,factory_number_359,0
8133,factory_number_242,0
9196,factory_number_984,2
12261,factory_number_1089,2
11709,factory_number_894,0
8654,factory_number_684,1
1430,factory_number_807,0
1789,factory_number_103,0
1671,factory_number_738,0
17535,factory_number_734,2
8583,factory_number_1117,0
12752,factory_number_499,0
3507,factory_number_808,0
15272,factory_number_1051,0
11235,factory_number_530,1
14995,factory_number_147,1
827,factory_number_167,0
8034,factory_number_573,1
4542,factory_number_242,0
3303,factory_number_794,0
17283,factory_number_995,1
13070,factory_number_846,2
10662,factory_number_91,0
11872,factory_number_974,1
4642,factory_number_793,0
7534,factory_number_149,0
8292,factory_number_198,1
7562,factory_number_793,0
13901,factory_number_830,0
7268,factory_number_821,1
6192,factory_number_30,1
1077,factory_number_318,0
10511,factory_number_1008,2
447,factory_number_446,0
4614,factory_number_899,0
7207,factory_number_124,0
6766,factory_number_726,2
11826,factory_number_1010,0
822,factory_number_91,0
9494,factory_number_253,1
10390,factory_number_1052,1
2138,factory_number_509,0
4319,factory_number_1099,0
11087,factory_number_823,1
9172,factory_number_874,0
1529,factory_number_714,1
2402,factory_number_760,1
12314,factory_number_844,2
3216,factory_number_793,0
6563,factory_number_794,0
18484,factory_number_535,1
11663,factory_number_16,0
15493,factory_number_611,0
13504,factory_number_600,0
6004,factory_number_124,0
8074,factory_number_471,0
5910,factory_number_156,0
2741,factory_number_1016,2
16700,factory_number_821,2
2798,factory_number_810,0
6123,factory_number_974,0
12762,factory_number_775,0
15728,factory_number_691,1
1005,factory_number_1118,0
5254,factory_number_1008,0
6390,factory_number_763,0
2380,factory_number_821,1
3626,factory_number_798,2
13013,factory_number_242,0
15541,factory_number_962,1
7622,factory_number_756,2
9740,factory_number_239,0
18248,factory_number_475,0
17498,factory_number_810,1
16696,factory_number_793,0
683,factory_number_735,0
13460,factory_number_945,1
17764,factory_number_808,0
14316,factory_number_480,0
13390,factory_number_976,2
8021,factory_number_619,2
5440,factory_number_472,0
17741,factory_number_614,0
9320,factory_number_91,0
15137,factory_number_149,0
4148,factory_number_1021,1
15057,factory_number_1008,0
17032,factory_number_1089,1
11043,factory_number_497,0
18257,factory_number_367,1
11637,factory_number_479,0
16569,factory_number_1091,0
3318,factory_number_270,0
12390,factory_number_885,0
9008,factory_number_1042,0
11688,factory_number_468,0
2931,factory_number_805,0
3646,factory_number_175,1
9378,factory_number_1042,2
15160,factory_number_36,1
18520,factory_number_875,0
12011,factory_number_485,0
4397,factory_number_516,0
4410,factory_number_445,0
874,factory_number_1100,2
1767,factory_number_239,0
5505,factory_number_307,0
7871,factory_number_1052,1
2030,factory_number_925,0
15800,factory_number_1026,0
8369,factory_number_672,1
15482,factory_number_727,0
4781,factory_number_221,0
9887,factory_number_469,0
12896,factory_number_613,2
17669,factory_number_500,0
5495,factory_number_478,0
5537,factory_number_1109,1
7229,factory_number_292,0
14088,factory_number_836,0
1732,factory_number_810,2
3396,factory_number_895,1
7764,factory_number_691,0
12252,factory_number_242,0
6172,factory_number_931,0
16556,factory_number_206,1
8136,factory_number_149,0
15691,factory_number_477,0
8974,factory_number_463,0
9621,factory_number_375,0
1873,factory_number_704,2
10820,factory_number_646,1
4853,factory_number_851,0
9644,factory_number_1007,0
3495,factory_number_979,1
4176,factory_number_206,0
1132,factory_number_814,0
3228,factory_number_806,0
10040,factory_number_226,1
5,factory_number_460,0
7561,factory_number_33,0
15645,factory_number_706,1
10884,factory_number_350,0
1380,factory_number_1015,1
17443,factory_number_1086,2
2305,factory_number_79,1
2899,factory_number_494,0
12697,factory_number_708,0
5576,factory_number_692,1
17960,factory_number_894,2
8719,factory_number_252,0
10861,factory_number_141,0
13113,factory_number_803,0
3268,factory_number_834,1
17677,factory_number_384,0
12446,factory_number_618,1
13926,factory_number_653,1
18115,factory_number_641,2
17248,factory_number_112,0
6657,factory_number_122,0
4272,factory_number_115,0
16577,factory_number_821,2
17437,factory_number_122,0
9894,factory_number_906,2
16807,factory_number_20,1
24,factory_number_367,0
13866,factory_number_145,0
7654,factory_number_1049,1
3167,factory_number_856,1
2164,factory_number_691,1
10190,factory_number_466,0
13741,factory_number_702,1
6099,factory_number_446,0
5784,factory_number_1019,2
3290,factory_number_931,0
8277,factory_number_1008,0
15938,factory_number_883,1
727,factory_number_118,0
12684,factory_number_120,1
6385,factory_number_1111,1
16159,factory_number_135,0
16837,factory_number_1065,1
3398,factory_number_737,1
9007,factory_number_1107,1
12532,factory_number_915,2
13468,factory_number_497,0
1434,factory_number_512,0
4652,factory_number_810,0
17626,factory_number_181,0
7187,factory_number_812,0
13078,factory_number_1019,2
7829,factory_number_664,0
13718,factory_number_798,2
5926,factory_number_465,0
7769,factory_number_653,2
3460,factory_number_242,0
14176,factory_number_272,1
11586,factory_number_1050,1
2715,factory_number_68,1
17750,factory_number_805,0
9245,factory_number_1072,0
6892,factory_number_821,0
9016,factory_number_1008,0
18068,factory_number_106,0
11844,factory_number_503,0
9208,factory_number_1075,1
13685,factory_number_892,1
11635,factory_number_255,0
15313,factory_number_466,0
10434,factory_number_892,0
8661,factory_number_996,1
5835,factory_number_938,1
15903,factory_number_465,0
8409,factory_number_497,0
4348,factory_number_1107,0
2670,factory_number_976,1
10964,factory_number_118,0
12720,factory_number_1075,1
5593,factory_number_12,1
3640,factory_number_1026,0
12623,factory_number_297,0
12200,factory_number_892,2
14805,factory_number_124,0
4464,factory_number_999,0
1324,factory_number_609,0
8425,factory_number_1051,0
9573,factory_number_1086,0
8960,factory_number_122,0
1907,factory_number_957,0
5946,factory_number_561,1
5413,factory_number_845,2
16069,factory_number_161,0
2945,factory_number_812,0
11342,factory_number_408,1
14858,factory_number_756,1
18010,factory_number_601,1
11225,factory_number_72,1
13672,factory_number_1095,1
12434,factory_number_579,0
11005,factory_number_1008,0
8400,factory_number_474,0
7606,factory_number_1090,1
7392,factory_number_253,0
4066,factory_number_945,0
4634,factory_number_157,0
7941,factory_number_756,0
3566,factory_number_518,0
16081,factory_number_477,0
5732,factory_number_1075,1
14156,factory_number_491,0
17561,factory_number_477,0
15844,factory_number_1030,1
10932,factory_number_679,1
959,factory_number_1097,1
15580,factory_number_798,2
13700,factory_number_691,1
4085,factory_number_798,1
15134,factory_number_1061,0
1714,factory_number_518,0
5315,factory_number_810,0
18095,factory_number_470,0
11919,factory_number_783,0
4202,factory_number_895,1
1659,factory_number_197,0
1215,factory_number_547,0
16530,factory_number_1058,1
15705,factory_number_242,0
14921,factory_number_610,0
16097,factory_number_1,0
14070,factory_number_977,1
3867,factory_number_798,2
17934,factory_number_599,0
10645,factory_number_710,0
1142,factory_number_126,0
18158,factory_number_834,1
1746,factory_number_821,2
12718,factory_number_507,0
4816,factory_number_906,1
6388,factory_number_1052,0
1974,factory_number_1037,0
5935,factory_number_504,0
17774,factory_number_894,0
9426,factory_number_798,0
5171,factory_number_521,0
6074,factory_number_1075,2
9012,factory_number_975,0
15055,factory_number_975,0
3299,factory_number_381,0
10666,factory_number_1018,0
15607,factory_number_326,0
4084,factory_number_1024,0
6772,factory_number_33,0
13037,factory_number_290,0
17614,factory_number_738,2
12590,factory_number_1019,2
1355,factory_number_494,0
11854,factory_number_495,0
6218,factory_number_1030,1
16498,factory_number_1100,2
1235,factory_number_1,1
8341,factory_number_332,0
9143,factory_number_345,0
14595,factory_number_1,1
12828,factory_number_1009,0
10505,factory_number_378,0
1523,factory_number_742,0
7263,factory_number_286,0
11180,factory_number_181,0
12741,factory_number_13,1
9373,factory_number_33,2
4673,factory_number_794,0
7208,factory_number_845,0
3860,factory_number_1116,0
11001,factory_number_1099,0
12826,factory_number_943,0
28,factory_number_889,0
18104,factory_number_118,0
5702,factory_number_938,1
6408,factory_number_495,0
16902,factory_number_763,0
11654,factory_number_607,1
10798,factory_number_816,1
9195,factory_number_899,1
17378,factory_number_532,0
7051,factory_number_484,0
17936,factory_number_744,1
12958,factory_number_1042,0
12195,factory_number_252,0
9187,factory_number_505,0
870,factory_number_167,0
18533,factory_number_734,0
1085,factory_number_497,0
7542,factory_number_808,0
1865,factory_number_763,1
12359,factory_number_108,0
2956,factory_number_657,0
14820,factory_number_812,1
1614,factory_number_226,1
1617,factory_number_481,0
6181,factory_number_373,0
7350,factory_number_821,0
12376,factory_number_734,1
8013,factory_number_479,0
159,factory_number_600,2
12087,factory_number_1100,2
6697,factory_number_700,0
247,factory_number_845,2
8838,factory_number_1051,1
11775,factory_number_845,2
499,factory_number_892,2
2372,factory_number_831,1
11607,factory_number_582,0
13193,factory_number_266,0
18298,factory_number_976,0
7143,factory_number_990,0
417,factory_number_856,1
15875,factory_number_424,1
1835,factory_number_802,1
1193,factory_number_1067,1
9314,factory_number_976,1
16430,factory_number_1054,0
16659,factory_number_415,0
11636,factory_number_989,0
3674,factory_number_1050,2
14526,factory_number_350,0
18146,factory_number_812,0
840,factory_number_88,1
3978,factory_number_836,0
13659,factory_number_466,0
5795,factory_number_244,0
15345,factory_number_478,0
2940,factory_number_666,0
11802,factory_number_480,0
6782,factory_number_296,1
13267,factory_number_704,0
10179,factory_number_91,0
3594,factory_number_1026,1
16178,factory_number_584,0
9637,factory_number_990,0
918,factory_number_271,0
5803,factory_number_763,2
2531,factory_number_1088,0
2993,factory_number_195,1
18380,factory_number_484,0
16007,factory_number_896,0
7245,factory_number_803,0
5510,factory_number_1025,1
17695,factory_number_799,1
16960,factory_number_490,0
2660,factory_number_824,1
7649,factory_number_253,0
115,factory_number_264,1
16754,factory_number_845,0
10120,factory_number_1082,1
6222,factory_number_724,1
6925,factory_number_497,0
2338,factory_number_466,0
6122,factory_number_144,0
11100,factory_number_1008,1
6715,factory_number_1011,1
17365,factory_number_895,2
5759,factory_number_793,0
5729,factory_number_270,0
16107,factory_number_808,0
2342,factory_number_9,0
3175,factory_number_400,0
18233,factory_number_278,1
714,factory_number_9,0
3253,factory_number_878,0
1773,factory_number_957,1
7155,factory_number_989,1
8253,factory_number_157,0
17386,factory_number_764,0
4276,factory_number_1094,0
5497,factory_number_821,2
16789,factory_number_932,0
11286,factory_number_1008,0
1809,factory_number_291,0
11753,factory_number_661,1
3172,factory_number_122,0
8917,factory_number_808,0
10976,factory_number_479,0
6700,factory_number_480,0
12184,factory_number_474,0
11595,factory_number_984,2
9794,factory_number_760,1
11847,factory_number_772,0
6682,factory_number_600,1
15487,factory_number_704,2
11147,factory_number_814,0
7194,factory_number_794,0
10739,factory_number_1061,1
766,factory_number_181,0
2435,factory_number_738,1
18364,factory_number_936,1
15365,factory_number_224,0
17601,factory_number_1097,1
15359,factory_number_1034,2
4690,factory_number_768,0
16745,factory_number_778,0
3289,factory_number_831,1
17531,factory_number_181,0
1090,factory_number_246,1
15754,factory_number_225,0
9565,factory_number_471,0
15293,factory_number_133,1
2008,factory_number_1007,0
8663,factory_number_957,0
5920,factory_number_400,0
9399,factory_number_779,0
5213,factory_number_465,0
16977,factory_number_501,0
8856,factory_number_609,1
12612,factory_number_108,1
12533,factory_number_373,0
14488,factory_number_704,1
14761,factory_number_149,0
630,factory_number_344,0
7441,factory_number_292,0
16424,factory_number_1097,0
11096,factory_number_17,0
8942,factory_number_169,0
15512,factory_number_12,0
8119,factory_number_613,2
10456,factory_number_1050,0
11018,factory_number_475,0
5345,factory_number_734,2
11842,factory_number_760,0
15625,factory_number_375,1
2259,factory_number_244,0
4152,factory_number_1107,0
17476,factory_number_882,0
12272,factory_number_298,1
3243,factory_number_696,1
9951,factory_number_805,0
1126,factory_number_1019,0
18426,factory_number_155,0
15975,factory_number_311,1
3931,factory_number_875,0
4118,factory_number_1075,2
10115,factory_number_601,1
5752,factory_number_7,0
12705,factory_number_249,1
15756,factory_number_1080,1
13101,factory_number_400,0
12319,factory_number_509,0
6858,factory_number_798,1
17850,factory_number_802,0
7145,factory_number_466,0
10181,factory_number_172,1
3716,factory_number_834,0
17288,factory_number_116,0
14829,factory_number_122,0
18323,factory_number_1042,2
5894,factory_number_878,0
10396,factory_number_506,0
10477,factory_number_1022,1
15265,factory_number_1097,1
4721,factory_number_742,0
9217,factory_number_814,0
14466,factory_number_684,1
7020,factory_number_644,2
2840,factory_number_193,0
920,factory_number_288,0
11124,factory_number_885,0
17305,factory_number_641,0
1632,factory_number_441,1
7485,factory_number_380,0
18050,factory_number_1008,1
16764,factory_number_618,0
11028,factory_number_546,1
16392,factory_number_239,0
17252,factory_number_118,0
5591,factory_number_706,1
1003,factory_number_244,0
1626,factory_number_520,0
5099,factory_number_95,0
4159,factory_number_498,0
15346,factory_number_891,0
6487,factory_number_942,1
9099,factory_number_798,0
605,factory_number_1052,0
5989,factory_number_1075,2
16890,factory_number_128,0
9070,factory_number_584,0
3569,factory_number_983,1
3988,factory_number_1038,1
15899,factory_number_684,0
18099,factory_number_757,0
9848,factory_number_1019,0
472,factory_number_122,0
11724,factory_number_707,0
7797,factory_number_1062,1
16071,factory_number_7,0
9163,factory_number_710,0
5396,factory_number_126,0
12970,factory_number_618,1
18030,factory_number_652,0
1207,factory_number_809,0
8468,factory_number_981,1
8488,factory_number_826,2
14414,factory_number_1086,2
424,factory_number_476,0
15486,factory_number_821,0
4051,factory_number_653,0
4848,factory_number_1,0
14895,factory_number_794,1
11119,factory_number_1008,1
8298,factory_number_925,1
12367,factory_number_926,2
14603,factory_number_1075,2
8274,factory_number_181,0
11453,factory_number_989,1
9160,factory_number_1089,1
13801,factory_number_102,0
2725,factory_number_460,1
11706,factory_number_984,0
12080,factory_number_135,0
16515,factory_number_846,0
6065,factory_number_890,0
8385,factory_number_894,1
18134,factory_number_248,0
3059,factory_number_200,0
1867,factory_number_242,0
17482,factory_number_1107,2
11873,factory_number_845,0
14511,factory_number_638,2
11270,factory_number_416,0
265,factory_number_831,0
13804,factory_number_63,0
12047,factory_number_324,1
17642,factory_number_367,1
11284,factory_number_707,0
14540,factory_number_1026,1
15638,factory_number_461,0
15631,factory_number_584,0
10954,factory_number_942,0
9778,factory_number_1017,1
18391,factory_number_810,0
12698,factory_number_704,1
15181,factory_number_73,2
11547,factory_number_734,2
9469,factory_number_793,0
3536,factory_number_1063,0
16677,factory_number_878,0
29,factory_number_505,0
3237,factory_number_208,0
16393,factory_number_91,0
11712,factory_number_104,1
16374,factory_number_460,0
5666,factory_number_228,0
13940,factory_number_653,2
6083,factory_number_893,0
8107,factory_number_488,0
789,factory_number_810,2
2166,factory_number_707,0
5426,factory_number_16,1
10655,factory_number_568,1
13996,factory_number_236,1
15264,factory_number_881,1
885,factory_number_497,0
13626,factory_number_155,0
13401,factory_number_1049,0
2066,factory_number_495,0
9155,factory_number_808,0
1499,factory_number_398,0
12143,factory_number_102,0
6646,factory_number_1058,0
55,factory_number_471,0
6884,factory_number_477,0
7122,factory_number_149,0
120,factory_number_462,0
9204,factory_number_481,0
1842,factory_number_744,1
7180,factory_number_1084,1
15697,factory_number_823,0
10068,factory_number_808,0
9122,factory_number_373,0
14655,factory_number_803,1
5908,factory_number_1095,1
9385,factory_number_252,1
16025,factory_number_955,0
17735,factory_number_846,1
8348,factory_number_756,0
7320,factory_number_322,0
2624,factory_number_855,0
8381,factory_number_972,0
2444,factory_number_508,0
13097,factory_number_445,0
14998,factory_number_995,2
15704,factory_number_962,0
12074,factory_number_734,0
18355,factory_number_169,0
1636,factory_number_491,0
11864,factory_number_124,0
7218,factory_number_369,1
4972,factory_number_120,0
8541,factory_number_242,0
9388,factory_number_298,0
12690,factory_number_1023,1
1108,factory_number_345,0
10050,factory_number_989,1
11778,factory_number_1107,2
9404,factory_number_627,1
1674,factory_number_1050,1
10145,factory_number_91,0
3706,factory_number_810,2
14721,factory_number_155,0
191,factory_number_95,1
8495,factory_number_1086,0
3704,factory_number_270,1
5762,factory_number_292,0
1743,factory_number_794,1
14423,factory_number_704,2
900,factory_number_819,1
9736,factory_number_950,0
11200,factory_number_229,1
7758,factory_number_704,1
6887,factory_number_925,2
12433,factory_number_353,1
12107,factory_number_690,0
9488,factory_number_823,0
5285,factory_number_1086,2
3081,factory_number_724,1
5179,factory_number_846,1
14169,factory_number_735,0
6187,factory_number_734,1
733,factory_number_1106,0
1565,factory_number_39,1
2192,factory_number_240,0
16979,factory_number_846,0
9647,factory_number_1030,0
16299,factory_number_704,2
16484,factory_number_283,0
10221,factory_number_826,0
10759,factory_number_994,0
10801,factory_number_398,0
4248,factory_number_53,1
17993,factory_number_794,0
17013,factory_number_466,0
13638,factory_number_665,0
11700,factory_number_648,0
12218,factory_number_266,0
13359,factory_number_845,1
6113,factory_number_805,0
2525,factory_number_469,0
15348,factory_number_471,0
3345,factory_number_249,0
17767,factory_number_618,0
4904,factory_number_560,2
14079,factory_number_130,1
12506,factory_number_619,0
13675,factory_number_314,0
3160,factory_number_318,1
1653,factory_number_899,0
7576,factory_number_627,0
4422,factory_number_814,0
1547,factory_number_91,0
1577,factory_number_272,1
3287,factory_number_613,1
14240,factory_number_983,1
5075,factory_number_782,0
5618,factory_number_488,0
11598,factory_number_344,0
15339,factory_number_1107,2
17063,factory_number_382,0
14568,factory_number_684,2
1143,factory_number_878,0
11116,factory_number_1056,1
9587,factory_number_967,1
6098,factory_number_504,0
13671,factory_number_529,0
17995,factory_number_705,0
9137,factory_number_704,0
11097,factory_number_474,0
7698,factory_number_794,0
12290,factory_number_116,0
10045,factory_number_875,1
213,factory_number_497,0
5956,factory_number_400,1
11856,factory_number_496,0
17464,factory_number_124,0
13202,factory_number_475,0
13240,factory_number_495,0
12017,factory_number_995,0
9845,factory_number_613,2
8498,factory_number_122,0
15806,factory_number_223,1
1952,factory_number_546,0
769,factory_number_893,0
11157,factory_number_735,0
15576,factory_number_118,0
10065,factory_number_803,1
16583,factory_number_348,0
4578,factory_number_948,0
8214,factory_number_221,1
14783,factory_number_653,1
16738,factory_number_579,0
4933,factory_number_704,0
11228,factory_number_255,0
9179,factory_number_794,0
2488,factory_number_133,0
8328,factory_number_953,0
105,factory_number_376,1
8078,factory_number_127,0
3785,factory_number_963,0
16256,factory_number_12,1
15102,factory_number_1008,2
1470,factory_number_657,1
3291,factory_number_734,2
13458,factory_number_976,1
1620,factory_number_976,1
